Q148,Q147,Q146,Q143,score
3.0893574297188753,2.4929718875502007,2.8786359077231696,2.3517034068136273,0.3047588335060957
2.824847250509165,2.769464105156724,2.802831142568251,2.576799140708915,0.3002631231212613
1.5406737880032868,1.5259686727122836,1.1523341523341524,1.8058091286307054,0.6124298967309258
3.4173318129988597,2.297599106644333,2.6312817617165445,2.8206979542719615,0.292711768421581
2.180357142857143,2.2248677248677247,2.232579185520362,1.731063829787234,0.4531606948292441
1.936826640548482,2.0367063492063493,1.9437102300538425,1.8192346424974823,0.4980036597098604
2.1944121071012805,2.421756835369401,2.220936957779063,1.685749844430616,0.4417008011572647
3.211050273768044,2.88576406172225,3.037332005973121,3.04629168740667,0.2313149162103865
2.1412487205731834,2.110091743119266,2.044012282497441,1.8456591639871383,0.4713766531902438
,2.2185846560846563,2.2838240158782668,1.909030544488712,0.4247386772922437
1.8625,1.9894736842105263,1.9223684210526315,1.6739811912225706,0.5135854610075345
2.6977964323189925,2.2799586776859506,2.03099173553719,2.6319148936170214,0.3907840247539644
2.960702341137124,2.678929765886288,2.2683946488294313,3.2083333333333335,0.3068567679301375
3.2430830039525693,2.309664694280079,2.6467105263157893,3.223404255319149,0.286341972931318
1.963743676222597,1.8905723905723906,1.9395465994962218,1.7047619047619047,0.5108584716757706
,,,1.7237521514629948,0.3717871485943775
1.2127139364303179,1.3366013071895424,1.33605220228385,1.306779661016949,0.6555941442208434
3.128205128205128,2.4688828759180517,2.283501161890008,2.8333333333333335,0.3237192692743345
3.282793867120954,2.697792869269949,2.825063078216989,2.9172043010752686,0.2583661802870321
2.379598662207358,2.4737718567860116,2.3696013289036544,1.8584214808787631,0.4086170019006366
2.9859767891682787,2.7694538424359596,3.034749034749035,2.5335619794218522,0.2755576134347757
1.4341981869334166,1.341776110068793,1.4048811013767208,1.3685800604229608,0.6330022906625781
1.9569074778200253,1.8556511056511056,1.8590604026845639,2.10624597553123,0.5026255111257285
3.349056603773585,2.7408906882591095,2.8682432432432434,2.6337047353760448,0.259662593280793
1.7609060402684564,1.601170568561873,1.6232247284878865,1.8085470085470086,0.5608627312626687
2.1439330543933055,1.8227424749163879,1.8879598662207357,2.0281007751937983,0.4933036368869024
2.4209320091673034,1.7052154195011338,1.7328818660647103,2.194942903752039,0.4857363250993031
,1.845012366034625,1.9004934210526316,1.9959116925592804,0.4872887378862385
1.8501602564102564,1.6775218427323273,1.8159362549800797,1.5723421262989608,0.5464712058072644
1.3411962931760741,1.3610169491525423,1.43929173693086,1.586756077116513,0.6268718010784838
2.910843373493976,2.653012048192771,2.3542168674698796,2.248995983935743,0.3454431057563588
2.1633333333333336,2.0716666666666668,2.095,2.135,0.4572152777777778
1.471825063078217,1.5348446683459278,1.5846672283066554,1.592982456140351,0.596411043953752
3.1924603174603177,3.18762278978389,3.06385068762279,2.829388560157791,0.2195502802733231
2.6141666666666667,2.285,2.2,2.355,0.3962027777777778
1.6902564102564102,1.6066734074823052,2.0277777777777777,1.5143139190523198,0.55036791458717
1.4617156016119748,1.4565842438182863,1.4192064404830362,1.3256083429895713,0.6242677142643527
1.1308333333333334,1.1283333333333334,1.245,1.1258333333333332,0.6885326388888888
2.9603174603174605,2.9993894993894994,2.915140415140415,2.194749694749695,0.2837907000407
1.7936024371667936,1.6603198781416604,1.8111195734958112,1.6024371667936024,0.5505750190403655
1.573398215733982,1.4602272727272727,1.5631067961165048,1.4110169491525424,0.6033123252448639
1.9441666666666666,2.0908333333333333,1.8333333333333333,1.7758333333333334,0.5030243055555556
2.8997722095671983,2.695945945945946,2.539325842696629,2.7643097643097643,0.309954797727421
3.353566009104704,2.844984802431611,3.1554878048780486,3.2379182156133828,0.2085931550863214
3.4483805668016196,2.717282717282717,3.1460221550855993,3.192560175054705,0.2131107959626011
1.5369709331973482,1.4791666666666667,1.508896797153025,1.5363128491620113,0.603036647302753
1.6854256854256855,1.5857860732232592,1.606733524355301,1.55,0.5787029383240075
1.5583333333333333,1.4625,1.5258333333333334,1.5614035087719298,0.6005343567251462
1.696699375557538,1.5807314897413025,1.588235294117647,2.0139017608897127,0.5605601018433083
2.3588477366255143,2.236734693877551,2.204397394136808,2.652972027972028,0.4044069076541081
2.0163196398424312,1.766573816155989,1.7724986025712688,2.3182857142857145,0.5016166633622834
2.5421026407573493,2.223494275759084,2.463681592039801,2.235500878734622,0.3925283091466583
2.1646942800788955,2.0696761530912657,2.090180360721443,2.1196581196581197,0.4582027500543884
2.542271562766866,2.5214827295703452,2.147108843537415,3.248821866163996,0.352378445468717
2.7494963062458027,2.717171717171717,2.680779569892473,2.216891891891892,0.3317312476833385
2.5966666666666667,2.4583333333333335,2.5341666666666667,2.4425,0.3599923611111111
1.5124584717607974,1.454771784232365,1.4472152950955943,1.4947368421052631,0.6121477780885166
1.900376726663876,1.7272727272727273,1.769937369519833,1.8897560975609755,0.5298285432413913
2.1921504497138184,2.0139002452984465,1.9247751430907605,2.0670482420278007,0.4732202234941401
1.5888077858880778,1.68,1.4032761310452417,2.078125,0.5710229550612985
1.8248987854251013,1.8370445344129556,1.7696969696969698,1.67590618336887,0.5364163135677276
2.7689320388349516,2.1567106283941038,1.9949534161490683,2.8597728162945555,0.3872379843780391
1.854353132628153,1.8201790073230268,1.7622549019607843,1.7778681855166802,0.531860657742891
2.135294117647059,2.2857142857142856,2.1336134453781512,1.8571428571428572,0.4536330532212884
1.7463706233988043,1.718882303132938,1.6692047377326564,1.4139966273187183,0.5670540090611944
1.4286892003297609,1.5345963756177925,1.4699588477366254,1.315702479338843,0.6183447051808357
